timestamp,remaining_time,current_capital,total_pnl,active_positions,trades_executed,signals_generated,win_rate,drawdown,exposure,rejected_signals,error_count,BTC/USDT_indicators
2025-02-27T12:23:49.794982,0:14:35.952950,9.034110918905657,-0.9659,0,4,5,0.0,0.0,0,0,0,"{'rsi': 76.73452325552, 'macd': 52.73599219850439, 'macd_signal': 60.01333135670409, 'macd_hist': -7.277339158199702, 'bb_upper': 54568.32250442401, 'bb_lower': 53968.061996243676, 'bb_mid': 54268.19225033384, 'bb_width': 0.011061000620978699, 'ema_fast': 54410.80127547361, 'ema_slow': 54261.69732680125, 'atr': 216.62724929368852, 'trend': 0.2747867391142522}"
2025-02-27T12:23:51.797320,0:14:33.950612,8.794920309361014,-1.2051,0,5,6,0.0,0.0,0,0,0,"{'rsi': 76.73452325552, 'macd': 52.73599219850439, 'macd_signal': 60.01333135670409, 'macd_hist': -7.277339158199702, 'bb_upper': 54568.32250442401, 'bb_lower': 53968.061996243676, 'bb_mid': 54268.19225033384, 'bb_width': 0.011061000620978699, 'ema_fast': 54410.80127547361, 'ema_slow': 54261.69732680125, 'atr': 216.62724929368852, 'trend': 0.2747867391142522}"
2025-02-27T12:23:53.795940,0:14:31.951992,8.794920309361014,-1.2051,0,5,6,0.0,0.0,0,0,0,"{'rsi': 76.73452325552, 'macd': 52.73599219850439, 'macd_signal': 60.01333135670409, 'macd_hist': -7.277339158199702, 'bb_upper': 54568.32250442401, 'bb_lower': 53968.061996243676, 'bb_mid': 54268.19225033384, 'bb_width': 0.011061000620978699, 'ema_fast': 54410.80127547361, 'ema_slow': 54261.69732680125, 'atr': 216.62724929368852, 'trend': 0.2747867391142522}"
2025-02-27T12:23:55.801492,0:14:29.946440,8.794920309361014,-1.2051,0,5,6,0.0,0.0,0,0,0,"{'rsi': 76.73452325552, 'macd': 52.73599219850439, 'macd_signal': 60.01333135670409, 'macd_hist': -7.277339158199702, 'bb_upper': 54568.32250442401, 'bb_lower': 53968.061996243676, 'bb_mid': 54268.19225033384, 'bb_width': 0.011061000620978699, 'ema_fast': 54410.80127547361, 'ema_slow': 54261.69732680125, 'atr': 216.62724929368852, 'trend': 0.2747867391142522}"
2025-02-27T12:23:57.794193,0:14:27.953739,8.794920309361014,-1.2051,0,5,7,0.0,0.0,0,0,0,"{'rsi': 76.73452325552, 'macd': 52.73599219850439, 'macd_signal': 60.01333135670409, 'macd_hist': -7.277339158199702, 'bb_upper': 54568.32250442401, 'bb_lower': 53968.061996243676, 'bb_mid': 54268.19225033384, 'bb_width': 0.011061000620978699, 'ema_fast': 54410.80127547361, 'ema_slow': 54261.69732680125, 'atr': 216.62724929368852, 'trend': 0.2747867391142522}"
2025-02-27T12:23:59.808760,0:14:25.939172,8.794920309361014,-1.2051,0,5,7,0.0,0.0,0,0,0,"{'rsi': 76.73452325552, 'macd': 52.73599219850439, 'macd_signal': 60.01333135670409, 'macd_hist': -7.277339158199702, 'bb_upper': 54568.32250442401, 'bb_lower': 53968.061996243676, 'bb_mid': 54268.19225033384, 'bb_width': 0.011061000620978699, 'ema_fast': 54410.80127547361, 'ema_slow': 54261.69732680125, 'atr': 216.62724929368852, 'trend': 0.2747867391142522}"
2025-02-27T12:24:01.818043,0:14:23.929889,8.794920309361014,-1.2051,0,5,8,0.0,0.0,0,0,0,"{'rsi': 76.73452325552, 'macd': 52.73599219850439, 'macd_signal': 60.01333135670409, 'macd_hist': -7.277339158199702, 'bb_upper': 54568.32250442401, 'bb_lower': 53968.061996243676, 'bb_mid': 54268.19225033384, 'bb_width': 0.011061000620978699, 'ema_fast': 54410.80127547361, 'ema_slow': 54261.69732680125, 'atr': 216.62724929368852, 'trend': 0.2747867391142522}"
2025-02-27T12:24:03.838919,0:14:21.909013,8.794920309361014,-1.2051,0,5,8,0.0,0.0,0,0,0,"{'rsi': 76.73452325552, 'macd': 52.73599219850439, 'macd_signal': 60.01333135670409, 'macd_hist': -7.277339158199702, 'bb_upper': 54568.32250442401, 'bb_lower': 53968.061996243676, 'bb_mid': 54268.19225033384, 'bb_width': 0.011061000620978699, 'ema_fast': 54410.80127547361, 'ema_slow': 54261.69732680125, 'atr': 216.62724929368852, 'trend': 0.2747867391142522}"
2025-02-27T12:24:05.845184,0:14:19.902748,8.794920309361014,-1.2051,0,5,8,0.0,0.0,0,0,0,"{'rsi': 76.73452325552, 'macd': 52.73599219850439, 'macd_signal': 60.01333135670409, 'macd_hist': -7.277339158199702, 'bb_upper': 54568.32250442401, 'bb_lower': 53968.061996243676, 'bb_mid': 54268.19225033384, 'bb_width': 0.011061000620978699, 'ema_fast': 54410.80127547361, 'ema_slow': 54261.69732680125, 'atr': 216.62724929368852, 'trend': 0.2747867391142522}"
2025-02-27T12:24:07.840569,0:14:17.907363,8.794920309361014,-1.2051,0,5,9,0.0,0.0,0,0,0,"{'rsi': 76.73452325552, 'macd': 52.73599219850439, 'macd_signal': 60.01333135670409, 'macd_hist': -7.277339158199702, 'bb_upper': 54568.32250442401, 'bb_lower': 53968.061996243676, 'bb_mid': 54268.19225033384, 'bb_width': 0.011061000620978699, 'ema_fast': 54410.80127547361, 'ema_slow': 54261.69732680125, 'atr': 216.62724929368852, 'trend': 0.2747867391142522}"
2025-02-27T12:24:09.853034,0:14:15.894898,8.794920309361014,-1.2051,0,5,9,0.0,0.0,0,0,0,"{'rsi': 76.73452325552, 'macd': 52.73599219850439, 'macd_signal': 60.01333135670409, 'macd_hist': -7.277339158199702, 'bb_upper': 54568.32250442401, 'bb_lower': 53968.061996243676, 'bb_mid': 54268.19225033384, 'bb_width': 0.011061000620978699, 'ema_fast': 54410.80127547361, 'ema_slow': 54261.69732680125, 'atr': 216.62724929368852, 'trend': 0.2747867391142522}"
2025-02-27T12:24:11.869346,0:14:13.878586,8.794920309361014,-1.2051,0,5,10,0.0,0.0,0,0,0,"{'rsi': 76.73452325552, 'macd': 52.73599219850439, 'macd_signal': 60.01333135670409, 'macd_hist': -7.277339158199702, 'bb_upper': 54568.32250442401, 'bb_lower': 53968.061996243676, 'bb_mid': 54268.19225033384, 'bb_width': 0.011061000620978699, 'ema_fast': 54410.80127547361, 'ema_slow': 54261.69732680125, 'atr': 216.62724929368852, 'trend': 0.2747867391142522}"
2025-02-27T12:24:13.874674,0:14:11.873258,8.794920309361014,-1.2051,0,5,10,0.0,0.0,0,0,0,"{'rsi': 76.73452325552, 'macd': 52.73599219850439, 'macd_signal': 60.01333135670409, 'macd_hist': -7.277339158199702, 'bb_upper': 54568.32250442401, 'bb_lower': 53968.061996243676, 'bb_mid': 54268.19225033384, 'bb_width': 0.011061000620978699, 'ema_fast': 54410.80127547361, 'ema_slow': 54261.69732680125, 'atr': 216.62724929368852, 'trend': 0.2747867391142522}"
2025-02-27T12:24:15.878826,0:14:09.869106,8.794920309361014,-1.2051,0,5,10,0.0,0.0,0,0,0,"{'rsi': 76.73452325552, 'macd': 52.73599219850439, 'macd_signal': 60.01333135670409, 'macd_hist': -7.277339158199702, 'bb_upper': 54568.32250442401, 'bb_lower': 53968.061996243676, 'bb_mid': 54268.19225033384, 'bb_width': 0.011061000620978699, 'ema_fast': 54410.80127547361, 'ema_slow': 54261.69732680125, 'atr': 216.62724929368852, 'trend': 0.2747867391142522}"
2025-02-27T12:24:17.872676,0:14:07.875256,8.794920309361014,-1.2051,0,5,11,0.0,0.0,0,0,0,"{'rsi': 76.73452325552, 'macd': 52.73599219850439, 'macd_signal': 60.01333135670409, 'macd_hist': -7.277339158199702, 'bb_upper': 54568.32250442401, 'bb_lower': 53968.061996243676, 'bb_mid': 54268.19225033384, 'bb_width': 0.011061000620978699, 'ema_fast': 54410.80127547361, 'ema_slow': 54261.69732680125, 'atr': 216.62724929368852, 'trend': 0.2747867391142522}"
2025-02-27T12:24:19.880386,0:14:05.867546,8.794920309361014,-1.2051,0,5,11,0.0,0.0,0,0,0,"{'rsi': 76.73452325552, 'macd': 52.73599219850439, 'macd_signal': 60.01333135670409, 'macd_hist': -7.277339158199702, 'bb_upper': 54568.32250442401, 'bb_lower': 53968.061996243676, 'bb_mid': 54268.19225033384, 'bb_width': 0.011061000620978699, 'ema_fast': 54410.80127547361, 'ema_slow': 54261.69732680125, 'atr': 216.62724929368852, 'trend': 0.2747867391142522}"
2025-02-27T12:24:21.880605,0:14:03.867327,8.794920309361014,-1.2051,0,5,12,0.0,0.0,0,0,0,"{'rsi': 76.73452325552, 'macd': 52.73599219850439, 'macd_signal': 60.01333135670409, 'macd_hist': -7.277339158199702, 'bb_upper': 54568.32250442401, 'bb_lower': 53968.061996243676, 'bb_mid': 54268.19225033384, 'bb_width': 0.011061000620978699, 'ema_fast': 54410.80127547361, 'ema_slow': 54261.69732680125, 'atr': 216.62724929368852, 'trend': 0.2747867391142522}"
2025-02-27T12:24:23.894764,0:14:01.853168,8.794920309361014,-1.2051,0,5,12,0.0,0.0,0,0,0,"{'rsi': 76.73452325552, 'macd': 52.73599219850439, 'macd_signal': 60.01333135670409, 'macd_hist': -7.277339158199702, 'bb_upper': 54568.32250442401, 'bb_lower': 53968.061996243676, 'bb_mid': 54268.19225033384, 'bb_width': 0.011061000620978699, 'ema_fast': 54410.80127547361, 'ema_slow': 54261.69732680125, 'atr': 216.62724929368852, 'trend': 0.2747867391142522}"
2025-02-27T12:24:25.901039,0:13:59.846893,8.794920309361014,-1.2051,0,5,12,0.0,0.0,0,0,0,"{'rsi': 76.73452325552, 'macd': 52.73599219850439, 'macd_signal': 60.01333135670409, 'macd_hist': -7.277339158199702, 'bb_upper': 54568.32250442401, 'bb_lower': 53968.061996243676, 'bb_mid': 54268.19225033384, 'bb_width': 0.011061000620978699, 'ema_fast': 54410.80127547361, 'ema_slow': 54261.69732680125, 'atr': 216.62724929368852, 'trend': 0.2747867391142522}"
2025-02-27T12:24:27.906828,0:13:57.841104,8.794920309361014,-1.2051,0,5,13,0.0,0.0,0,0,0,"{'rsi': 73.04918913648314, 'macd': 26.65100263117347, 'macd_signal': 16.905604409268282, 'macd_hist': 9.745398221905187, 'bb_upper': 52045.08707219287, 'bb_lower': 51871.70948520388, 'bb_mid': 51958.398278698376, 'bb_width': 0.003336853958796389, 'ema_fast': 51965.102176194574, 'ema_slow': 51942.289153136604, 'atr': 201.15045757524058, 'trend': 0.04391994159269608}"
2025-02-27T12:24:29.921586,0:13:55.826346,8.794920309361014,-1.2051,0,5,13,0.0,0.0,0,0,0,"{'rsi': 49.656851467262165, 'macd': 18.909026779831038, 'macd_signal': 22.85152344973394, 'macd_hist': -3.9424966699029014, 'bb_upper': 50477.10564061994, 'bb_lower': 50146.76699792945, 'bb_mid': 50311.9363192747, 'bb_width': 0.006565810558237982, 'ema_fast': 50351.209105971844, 'ema_slow': 50337.89284260975, 'atr': 276.0280066716863, 'trend': 0.02645375602774447}"
2025-02-27T12:24:31.932627,0:13:53.815305,8.794920309361014,-1.2051,0,5,14,0.0,0.0,0,0,0,"{'rsi': 49.656851467262165, 'macd': 18.909026779831038, 'macd_signal': 22.85152344973394, 'macd_hist': -3.9424966699029014, 'bb_upper': 50477.10564061994, 'bb_lower': 50146.76699792945, 'bb_mid': 50311.9363192747, 'bb_width': 0.006565810558237982, 'ema_fast': 50351.209105971844, 'ema_slow': 50337.89284260975, 'atr': 276.0280066716863, 'trend': 0.02645375602774447}"
2025-02-27T12:24:33.934802,0:13:51.813130,8.794920309361014,-1.2051,0,5,14,0.0,0.0,0,0,0,"{'rsi': 49.656851467262165, 'macd': 18.909026779831038, 'macd_signal': 22.85152344973394, 'macd_hist': -3.9424966699029014, 'bb_upper': 50477.10564061994, 'bb_lower': 50146.76699792945, 'bb_mid': 50311.9363192747, 'bb_width': 0.006565810558237982, 'ema_fast': 50351.209105971844, 'ema_slow': 50337.89284260975, 'atr': 276.0280066716863, 'trend': 0.02645375602774447}"
2025-02-27T12:24:35.921081,0:13:49.826851,8.794920309361014,-1.2051,0,5,14,0.0,0.0,0,0,0,"{'rsi': 49.656851467262165, 'macd': 18.909026779831038, 'macd_signal': 22.85152344973394, 'macd_hist': -3.9424966699029014, 'bb_upper': 50477.10564061994, 'bb_lower': 50146.76699792945, 'bb_mid': 50311.9363192747, 'bb_width': 0.006565810558237982, 'ema_fast': 50351.209105971844, 'ema_slow': 50337.89284260975, 'atr': 276.0280066716863, 'trend': 0.02645375602774447}"
2025-02-27T12:24:37.930094,0:13:47.817838,8.794920309361014,-1.2051,0,5,15,0.0,0.0,0,0,0,"{'rsi': 49.656851467262165, 'macd': 18.909026779831038, 'macd_signal': 22.85152344973394, 'macd_hist': -3.9424966699029014, 'bb_upper': 50477.10564061994, 'bb_lower': 50146.76699792945, 'bb_mid': 50311.9363192747, 'bb_width': 0.006565810558237982, 'ema_fast': 50351.209105971844, 'ema_slow': 50337.89284260975, 'atr': 276.0280066716863, 'trend': 0.02645375602774447}"
2025-02-27T12:24:39.948053,0:13:45.799879,8.794920309361014,-1.2051,0,5,15,0.0,0.0,0,0,0,"{'rsi': 49.656851467262165, 'macd': 18.909026779831038, 'macd_signal': 22.85152344973394, 'macd_hist': -3.9424966699029014, 'bb_upper': 50477.10564061994, 'bb_lower': 50146.76699792945, 'bb_mid': 50311.9363192747, 'bb_width': 0.006565810558237982, 'ema_fast': 50351.209105971844, 'ema_slow': 50337.89284260975, 'atr': 276.0280066716863, 'trend': 0.02645375602774447}"
2025-02-27T12:24:41.965299,0:13:43.782633,8.794920309361014,-1.2051,0,5,16,0.0,0.0,0,0,0,"{'rsi': 49.656851467262165, 'macd': 18.909026779831038, 'macd_signal': 22.85152344973394, 'macd_hist': -3.9424966699029014, 'bb_upper': 50477.10564061994, 'bb_lower': 50146.76699792945, 'bb_mid': 50311.9363192747, 'bb_width': 0.006565810558237982, 'ema_fast': 50351.209105971844, 'ema_slow': 50337.89284260975, 'atr': 276.0280066716863, 'trend': 0.02645375602774447}"
2025-02-27T12:24:43.967333,0:13:41.780599,8.794920309361014,-1.2051,0,5,16,0.0,0.0,0,0,0,"{'rsi': 49.656851467262165, 'macd': 18.909026779831038, 'macd_signal': 22.85152344973394, 'macd_hist': -3.9424966699029014, 'bb_upper': 50477.10564061994, 'bb_lower': 50146.76699792945, 'bb_mid': 50311.9363192747, 'bb_width': 0.006565810558237982, 'ema_fast': 50351.209105971844, 'ema_slow': 50337.89284260975, 'atr': 276.0280066716863, 'trend': 0.02645375602774447}"
2025-02-27T12:24:45.971311,0:13:39.776621,8.794920309361014,-1.2051,0,5,16,0.0,0.0,0,0,0,"{'rsi': 49.656851467262165, 'macd': 18.909026779831038, 'macd_signal': 22.85152344973394, 'macd_hist': -3.9424966699029014, 'bb_upper': 50477.10564061994, 'bb_lower': 50146.76699792945, 'bb_mid': 50311.9363192747, 'bb_width': 0.006565810558237982, 'ema_fast': 50351.209105971844, 'ema_slow': 50337.89284260975, 'atr': 276.0280066716863, 'trend': 0.02645375602774447}"
2025-02-27T12:24:47.965670,0:13:37.782262,8.794920309361014,-1.2051,0,5,17,0.0,0.0,0,0,0,"{'rsi': 49.656851467262165, 'macd': 18.909026779831038, 'macd_signal': 22.85152344973394, 'macd_hist': -3.9424966699029014, 'bb_upper': 50477.10564061994, 'bb_lower': 50146.76699792945, 'bb_mid': 50311.9363192747, 'bb_width': 0.006565810558237982, 'ema_fast': 50351.209105971844, 'ema_slow': 50337.89284260975, 'atr': 276.0280066716863, 'trend': 0.02645375602774447}"
2025-02-27T12:24:49.955895,0:13:35.792037,8.794920309361014,-1.2051,0,5,17,0.0,0.0,0,0,0,"{'rsi': 49.656851467262165, 'macd': 18.909026779831038, 'macd_signal': 22.85152344973394, 'macd_hist': -3.9424966699029014, 'bb_upper': 50477.10564061994, 'bb_lower': 50146.76699792945, 'bb_mid': 50311.9363192747, 'bb_width': 0.006565810558237982, 'ema_fast': 50351.209105971844, 'ema_slow': 50337.89284260975, 'atr': 276.0280066716863, 'trend': 0.02645375602774447}"
2025-02-27T12:24:51.951766,0:13:33.796166,8.794920309361014,-1.2051,0,5,18,0.0,0.0,0,0,0,"{'rsi': 49.656851467262165, 'macd': 18.909026779831038, 'macd_signal': 22.85152344973394, 'macd_hist': -3.9424966699029014, 'bb_upper': 50477.10564061994, 'bb_lower': 50146.76699792945, 'bb_mid': 50311.9363192747, 'bb_width': 0.006565810558237982, 'ema_fast': 50351.209105971844, 'ema_slow': 50337.89284260975, 'atr': 276.0280066716863, 'trend': 0.02645375602774447}"
2025-02-27T12:24:53.956328,0:13:31.791604,8.794920309361014,-1.2051,0,5,18,0.0,0.0,0,0,0,"{'rsi': 49.656851467262165, 'macd': 18.909026779831038, 'macd_signal': 22.85152344973394, 'macd_hist': -3.9424966699029014, 'bb_upper': 50477.10564061994, 'bb_lower': 50146.76699792945, 'bb_mid': 50311.9363192747, 'bb_width': 0.006565810558237982, 'ema_fast': 50351.209105971844, 'ema_slow': 50337.89284260975, 'atr': 276.0280066716863, 'trend': 0.02645375602774447}"
2025-02-27T12:24:55.952825,0:13:29.795107,8.794920309361014,-1.2051,0,5,18,0.0,0.0,0,0,0,"{'rsi': 49.656851467262165, 'macd': 18.909026779831038, 'macd_signal': 22.85152344973394, 'macd_hist': -3.9424966699029014, 'bb_upper': 50477.10564061994, 'bb_lower': 50146.76699792945, 'bb_mid': 50311.9363192747, 'bb_width': 0.006565810558237982, 'ema_fast': 50351.209105971844, 'ema_slow': 50337.89284260975, 'atr': 276.0280066716863, 'trend': 0.02645375602774447}"
2025-02-27T12:24:57.958968,0:13:27.788964,8.794920309361014,-1.2051,0,5,19,0.0,0.0,0,0,0,"{'rsi': 49.656851467262165, 'macd': 18.909026779831038, 'macd_signal': 22.85152344973394, 'macd_hist': -3.9424966699029014, 'bb_upper': 50477.10564061994, 'bb_lower': 50146.76699792945, 'bb_mid': 50311.9363192747, 'bb_width': 0.006565810558237982, 'ema_fast': 50351.209105971844, 'ema_slow': 50337.89284260975, 'atr': 276.0280066716863, 'trend': 0.02645375602774447}"
2025-02-27T12:24:59.950256,0:13:25.797676,8.794920309361014,-1.2051,0,5,19,0.0,0.0,0,0,0,"{'rsi': 49.656851467262165, 'macd': 18.909026779831038, 'macd_signal': 22.85152344973394, 'macd_hist': -3.9424966699029014, 'bb_upper': 50477.10564061994, 'bb_lower': 50146.76699792945, 'bb_mid': 50311.9363192747, 'bb_width': 0.006565810558237982, 'ema_fast': 50351.209105971844, 'ema_slow': 50337.89284260975, 'atr': 276.0280066716863, 'trend': 0.02645375602774447}"
2025-02-27T12:25:01.963192,0:13:23.784740,8.794920309361014,-1.2051,0,5,19,0.0,0.0,0,0,0,"{'rsi': 49.656851467262165, 'macd': 18.909026779831038, 'macd_signal': 22.85152344973394, 'macd_hist': -3.9424966699029014, 'bb_upper': 50477.10564061994, 'bb_lower': 50146.76699792945, 'bb_mid': 50311.9363192747, 'bb_width': 0.006565810558237982, 'ema_fast': 50351.209105971844, 'ema_slow': 50337.89284260975, 'atr': 276.0280066716863, 'trend': 0.02645375602774447}"
2025-02-27T12:25:03.965267,0:13:21.782665,8.794920309361014,-1.2051,0,5,20,0.0,0.0,0,0,0,"{'rsi': 49.656851467262165, 'macd': 18.909026779831038, 'macd_signal': 22.85152344973394, 'macd_hist': -3.9424966699029014, 'bb_upper': 50477.10564061994, 'bb_lower': 50146.76699792945, 'bb_mid': 50311.9363192747, 'bb_width': 0.006565810558237982, 'ema_fast': 50351.209105971844, 'ema_slow': 50337.89284260975, 'atr': 276.0280066716863, 'trend': 0.02645375602774447}"
2025-02-27T12:25:05.956096,0:13:19.791836,8.794920309361014,-1.2051,0,5,20,0.0,0.0,0,0,0,"{'rsi': 49.656851467262165, 'macd': 18.909026779831038, 'macd_signal': 22.85152344973394, 'macd_hist': -3.9424966699029014, 'bb_upper': 50477.10564061994, 'bb_lower': 50146.76699792945, 'bb_mid': 50311.9363192747, 'bb_width': 0.006565810558237982, 'ema_fast': 50351.209105971844, 'ema_slow': 50337.89284260975, 'atr': 276.0280066716863, 'trend': 0.02645375602774447}"
2025-02-27T12:25:07.954701,0:13:17.793231,8.794920309361014,-1.2051,0,5,21,0.0,0.0,0,0,0,"{'rsi': 49.656851467262165, 'macd': 18.909026779831038, 'macd_signal': 22.85152344973394, 'macd_hist': -3.9424966699029014, 'bb_upper': 50477.10564061994, 'bb_lower': 50146.76699792945, 'bb_mid': 50311.9363192747, 'bb_width': 0.006565810558237982, 'ema_fast': 50351.209105971844, 'ema_slow': 50337.89284260975, 'atr': 276.0280066716863, 'trend': 0.02645375602774447}"
2025-02-27T12:25:09.958411,0:13:15.789521,8.794920309361014,-1.2051,0,5,21,0.0,0.0,0,0,0,"{'rsi': 49.656851467262165, 'macd': 18.909026779831038, 'macd_signal': 22.85152344973394, 'macd_hist': -3.9424966699029014, 'bb_upper': 50477.10564061994, 'bb_lower': 50146.76699792945, 'bb_mid': 50311.9363192747, 'bb_width': 0.006565810558237982, 'ema_fast': 50351.209105971844, 'ema_slow': 50337.89284260975, 'atr': 276.0280066716863, 'trend': 0.02645375602774447}"
2025-02-27T12:25:11.961743,0:13:13.786189,8.794920309361014,-1.2051,0,5,21,0.0,0.0,0,0,0,"{'rsi': 49.656851467262165, 'macd': 18.909026779831038, 'macd_signal': 22.85152344973394, 'macd_hist': -3.9424966699029014, 'bb_upper': 50477.10564061994, 'bb_lower': 50146.76699792945, 'bb_mid': 50311.9363192747, 'bb_width': 0.006565810558237982, 'ema_fast': 50351.209105971844, 'ema_slow': 50337.89284260975, 'atr': 276.0280066716863, 'trend': 0.02645375602774447}"
